scenario_name,fault_injection_timestamp,detection_timestamp,recovery_timestamp,detection_delay,recovery_delay,poll_interval,notes,sync_mode,topology_name,topology_file,target_link,target_src_city,target_dst_city,target_distance_km,controller_app,background_traffic,background_flow_count,pre_fault_fidelity,post_fault_fidelity,post_recovery_fidelity,node_count,link_count,sync_duration_ms,api_call_count,pre_fault_total_packets,pre_fault_total_bytes,post_detection_total_packets,post_detection_total_bytes,post_recovery_total_packets,post_recovery_total_bytes,repeat_index,configured_repeat_count
recovery_scenario,2026-04-23T13:44:49.060378+00:00,2026-04-23T13:44:50.074428+00:00,2026-04-23T13:44:52.143885+00:00,1.01405,1.496942,2.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,icmp,8,0.9858124826998707,0.8835590770202133,0.9158744767956468,8,10,76.21757802553475,21,476,37734,504,40356,504,40356,1,10
recovery_scenario,2026-04-23T13:45:01.191982+00:00,2026-04-23T13:45:02.494001+00:00,2026-04-23T13:45:04.565938+00:00,1.302019,1.802744,2.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,icmp,8,0.9861068015814138,0.9312910748086508,0.9969167797195577,8,10,68.69823404122144,28,481,38186,510,40952,634,51748,2,10
recovery_scenario,2026-04-23T13:45:12.797093+00:00,2026-04-23T13:45:14.248466+00:00,2026-04-23T13:45:16.313594+00:00,1.451373,1.940586,2.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,icmp,8,0.9856763961243113,0.9298494954817124,0.9972201840763432,8,10,63.921262975782156,28,474,37528,502,40196,622,50660,3,10
recovery_scenario,2026-04-23T13:45:24.407155+00:00,2026-04-23T13:45:25.176980+00:00,2026-04-23T13:45:27.246003+00:00,0.769825,1.770743,2.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,icmp,8,0.9832687194634139,0.8911377275125747,0.9720937971777295,8,10,56.33508809842169,28,472,37364,472,37364,553,44322,4,10
recovery_scenario,2026-04-23T13:45:36.453600+00:00,2026-04-23T13:45:37.508061+00:00,2026-04-23T13:45:39.572339+00:00,1.054461,1.543332,2.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,icmp,8,0.9868405611445805,0.8849791530501728,0.9049293197782684,8,10,70.1459760311991,1,478,37896,504,40368,646,52804,5,10
recovery_scenario,2026-04-23T13:45:48.013298+00:00,2026-04-23T13:45:49.517220+00:00,2026-04-23T13:45:51.585521+00:00,1.503922,1.998528,2.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,icmp,8,0.987539456021726,0.9320634976002198,0.9977859402546218,8,10,66.88884901814163,28,482,38308,508,40780,646,52864,6,10
recovery_scenario,2026-04-23T13:45:59.927049+00:00,2026-04-23T13:46:01.314047+00:00,2026-04-23T13:46:03.382603+00:00,1.386998,1.878232,2.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,icmp,8,0.9841737114637505,0.930768656605031,0.9973139176634593,8,10,70.1561359455809,28,460,36188,490,39052,602,48684,7,10
recovery_scenario,2026-04-23T13:46:11.733178+00:00,2026-04-23T13:46:13.164985+00:00,2026-04-23T13:46:15.236585+00:00,1.431807,1.937386,2.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,icmp,8,0.984910427459566,0.928951364147122,0.9976016387338393,8,10,69.76319395471364,28,476,37676,500,40028,628,51020,8,10
recovery_scenario,2026-04-23T13:46:23.428534+00:00,2026-04-23T13:46:24.039953+00:00,2026-04-23T13:46:26.110070+00:00,0.611419,1.615955,2.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,icmp,8,0.9822368160584314,0.8908294394332749,0.9737567135913943,8,10,140.57693898212165,28,474,37464,474,37464,560,45032,9,10
recovery_scenario,2026-04-23T13:46:35.513940+00:00,2026-04-23T13:46:36.426913+00:00,2026-04-23T13:46:38.491078+00:00,0.912973,1.910724,2.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,icmp,8,0.9839868710025088,0.8917604365710851,0.972533803195967,8,10,45.211524004116654,28,474,37608,474,37608,560,45240,10,10
recovery_scenario,2026-04-23T13:46:48.627605+00:00,2026-04-23T13:46:49.039963+00:00,2026-04-23T13:46:51.139013+00:00,0.412358,1.899951,2.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,iperf_tcp,12,0.8415616451362016,0.9112850971202517,0.9933126879990047,8,10,97.78526809532195,28,448,34988,7900,22765356,20029,56459022,1,10
recovery_scenario,2026-04-23T13:47:00.448895+00:00,2026-04-23T13:47:01.374388+00:00,2026-04-23T13:47:03.473160+00:00,0.925493,1.860726,2.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,iperf_tcp,12,0.8416405686790505,0.9008626467133181,0.9889157874041156,8,10,100.34101305063814,28,452,35392,7914,22960488,18048,49799584,2,10
recovery_scenario,2026-04-23T13:47:13.312182+00:00,2026-04-23T13:47:14.089172+00:00,2026-04-23T13:47:16.202210+00:00,0.77699,1.74836,2.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,iperf_tcp,12,0.8411405630743864,0.8901880186151991,0.9848621797870953,8,10,111.702332040295,28,450,35240,7738,22473968,17970,45524548,3,10
recovery_scenario,2026-04-23T13:47:26.234239+00:00,2026-04-23T13:47:27.087504+00:00,2026-04-23T13:47:29.184369+00:00,0.853265,1.841062,2.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,iperf_tcp,12,0.8416966069020505,0.8939395617064434,0.989733877578288,8,10,101.75531101413071,28,448,35086,7036,22737396,17255,48648010,4,10
recovery_scenario,2026-04-23T13:47:39.117512+00:00,2026-04-23T13:47:39.867890+00:00,2026-04-23T13:47:41.985652+00:00,0.750378,1.763596,2.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,iperf_tcp,12,0.8415886667483992,0.8834761830846818,0.9863078294687782,8,10,122.61629907879978,28,446,34784,7950,22936408,18881,49625898,5,10
recovery_scenario,2026-04-23T13:47:52.027335+00:00,2026-04-23T13:47:52.803198+00:00,2026-04-23T13:47:54.911642+00:00,0.775863,1.729225,2.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,iperf_tcp,12,0.8413933882609768,0.8946974535317134,0.9861216504569239,8,10,126.2677509803325,28,446,34800,8042,23064128,19439,50674760,6,10
recovery_scenario,2026-04-23T13:48:04.883126+00:00,2026-04-23T13:48:05.794713+00:00,2026-04-23T13:48:07.915579+00:00,0.911587,1.9045,2.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,iperf_tcp,12,0.8416848253977045,0.8884640477788771,0.9903194939153529,8,10,120.01078599132597,28,457,35796,7648,21891668,19214,47351552,7,10
recovery_scenario,2026-04-23T13:48:17.746849+00:00,2026-04-23T13:48:18.264654+00:00,2026-04-23T13:48:21.307410+00:00,0.517805,2.43137,2.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,iperf_tcp,12,0.8419699307187811,0.8696276160171237,0.9847153564296779,8,10,1050.8473709924147,28,456,35760,7126,22540696,22980,60733136,8,10
recovery_scenario,2026-04-23T13:48:30.671078+00:00,2026-04-23T13:48:31.610827+00:00,2026-04-23T13:48:33.703843+00:00,0.939749,1.873065,2.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,iperf_tcp,12,0.8410957410579263,0.9044359243749005,0.9906662698919314,8,10,94.06897996086627,28,448,35036,7762,22530320,20464,54558788,9,10
recovery_scenario,2026-04-23T13:48:43.514953+00:00,2026-04-23T13:48:44.340908+00:00,2026-04-23T13:48:46.448553+00:00,0.825955,1.805602,2.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,iperf_tcp,12,0.841445065224025,0.8877166086741175,0.9877250670286241,8,10,108.86785096954554,28,450,35208,5786,22139400,11285,49145250,10,10
link_flap_scenario_down_1,2026-04-23T13:48:54.408881+00:00,2026-04-23T13:48:54.712284+00:00,,0.303403,,2.0,First LINK_DOWN event in flap sequence for s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,none,0,0.9559403341983188,0.9331965375381645,,8,10,82.57022802717984,28,340,26768,446,34876,,,1,10
link_flap_scenario_up_1,2026-04-23T13:48:54.957087+00:00,,2026-04-23T13:48:56.831536+00:00,,1.874449,2.0,LINK_UP event in flap sequence after restoring s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,none,0,0.9331461127076179,,0.9994971729729732,8,10,82.57022802717984,28,446,34876,,,536,41080,1,10
link_flap_scenario_down_2,2026-04-23T13:48:57.080578+00:00,2026-04-23T13:48:58.911022+00:00,,1.830444,,2.0,Second LINK_DOWN event in flap sequence for s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,none,0,0.9994723713856717,0.9327996134467732,,8,10,82.57022802717984,28,536,41080,540,41380,,,1,10
link_flap_scenario_down_1,2026-04-23T13:49:06.202148+00:00,2026-04-23T13:49:06.569997+00:00,,0.367849,,2.0,First LINK_DOWN event in flap sequence for s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,none,0,0.9557416005146213,0.9328050966002941,,8,10,61.79413793142885,28,343,27102,454,35588,,,2,10
link_flap_scenario_up_1,2026-04-23T13:49:06.750254+00:00,,2026-04-23T13:49:08.632086+00:00,,1.881832,2.0,LINK_UP event in flap sequence after restoring s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,none,0,0.9327497470679977,,0.9996780745896389,8,10,61.79413793142885,28,454,35588,,,526,40236,2,10
link_flap_scenario_down_2,2026-04-23T13:49:08.889808+00:00,2026-04-23T13:49:09.195052+00:00,,0.305244,,2.0,Second LINK_DOWN event in flap sequence for s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,none,0,0.9987605030433879,0.92855199454057,,8,10,61.79413793142885,28,526,40236,526,40236,,,2,10
link_flap_scenario_down_1,2026-04-23T13:49:16.501411+00:00,2026-04-23T13:49:16.857128+00:00,,0.355717,,2.0,First LINK_DOWN event in flap sequence for s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,none,0,0.958258812824905,0.9328318637977455,,8,10,70.17861900385469,28,341,26914,444,34896,,,3,10
link_flap_scenario_up_1,2026-04-23T13:49:17.051478+00:00,,2026-04-23T13:49:18.927246+00:00,,1.875768,2.0,LINK_UP event in flap sequence after restoring s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,none,0,0.9328318637977455,,0.9989852350764797,8,10,70.17861900385469,28,444,34896,,,506,38684,3,10
link_flap_scenario_down_2,2026-04-23T13:49:19.170817+00:00,2026-04-23T13:49:19.496315+00:00,,0.325498,,2.0,Second LINK_DOWN event in flap sequence for s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,none,0,0.9978876346012386,0.9284975676875956,,8,10,70.17861900385469,28,506,38684,506,38684,,,3,10
link_flap_scenario_down_1,2026-04-23T13:49:26.802040+00:00,2026-04-23T13:49:27.156392+00:00,,0.354352,,2.0,First LINK_DOWN event in flap sequence for s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,none,0,0.9589516463770361,0.9331429477216239,,8,10,61.38883507810533,28,339,26794,444,34896,,,4,10
link_flap_scenario_up_1,2026-04-23T13:49:27.351329+00:00,,2026-04-23T13:49:29.218577+00:00,,1.867248,2.0,LINK_UP event in flap sequence after restoring s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,none,0,0.9329876682185183,,0.9987657409985045,8,10,61.38883507810533,28,444,34896,,,522,40276,4,10
link_flap_scenario_down_2,2026-04-23T13:49:29.465055+00:00,2026-04-23T13:49:29.779960+00:00,,0.314905,,2.0,Second LINK_DOWN event in flap sequence for s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,none,0,0.9986555942498802,0.928332483759718,,8,10,61.38883507810533,28,522,40276,522,40276,,,4,10
link_flap_scenario_down_1,2026-04-23T13:49:37.006937+00:00,2026-04-23T13:49:37.384484+00:00,,0.377547,,2.0,First LINK_DOWN event in flap sequence for s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,none,0,0.956382011761119,0.932814830207274,,8,10,57.993715978227556,28,337,26498,448,35096,,,5,10
link_flap_scenario_up_1,2026-04-23T13:49:37.556975+00:00,,2026-04-23T13:49:39.442418+00:00,,1.885443,2.0,LINK_UP event in flap sequence after restoring s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,none,0,0.9327582904409717,,0.9987625922739888,8,10,57.993715978227556,28,448,35096,,,526,40476,5,10
link_flap_scenario_down_2,2026-04-23T13:49:39.684830+00:00,2026-04-23T13:49:40.108799+00:00,,0.423969,,2.0,Second LINK_DOWN event in flap sequence for s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,none,0,0.9984951510514911,0.9278136573174803,,8,10,57.993715978227556,28,526,40476,526,40476,,,5,10
link_flap_scenario_down_1,2026-04-23T13:49:47.221808+00:00,2026-04-23T13:49:47.604496+00:00,,0.382688,,2.0,First LINK_DOWN event in flap sequence for s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,none,0,0.9585920275615609,0.932808454393314,,8,10,59.60304301697761,28,330,25904,432,33824,,,6,10
link_flap_scenario_up_1,2026-04-23T13:49:47.765574+00:00,,2026-04-23T13:49:49.665923+00:00,,1.900349,2.0,LINK_UP event in flap sequence after restoring s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,none,0,0.9327576396638176,,0.999612279305148,8,10,59.60304301697761,28,432,33824,,,520,40040,6,10
link_flap_scenario_down_2,2026-04-23T13:49:49.876781+00:00,2026-04-23T13:49:50.422610+00:00,,0.545829,,2.0,Second LINK_DOWN event in flap sequence for s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,none,0,0.9995876204197296,0.929585827567778,,8,10,59.60304301697761,28,520,40040,520,40040,,,6,10
link_flap_scenario_down_1,2026-04-23T13:49:57.475537+00:00,2026-04-23T13:49:57.794564+00:00,,0.319027,,2.0,First LINK_DOWN event in flap sequence for s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,none,0,0.9584387296726989,0.9326515450652652,,8,10,58.360565919429064,28,343,27054,448,35232,,,7,10
link_flap_scenario_up_1,2026-04-23T13:49:58.025050+00:00,,2026-04-23T13:49:59.853263+00:00,,1.828213,2.0,LINK_UP event in flap sequence after restoring s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,none,0,0.9326237012874214,,0.9997898987944771,8,10,58.360565919429064,28,448,35232,,,526,40572,7,10
link_flap_scenario_down_2,2026-04-23T13:50:00.132245+00:00,2026-04-23T13:50:00.781879+00:00,,0.649634,,2.0,Second LINK_DOWN event in flap sequence for s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,none,0,0.9997335594433949,0.926659781704303,,8,10,58.360565919429064,28,526,40572,526,40572,,,7,10
link_flap_scenario_down_1,2026-04-23T13:50:08.234086+00:00,2026-04-23T13:50:08.618373+00:00,,0.384287,,2.0,First LINK_DOWN event in flap sequence for s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,none,0,0.9560308625703835,0.9326486548096347,,8,10,59.236131026409566,28,336,26416,444,34776,,,8,10
link_flap_scenario_up_1,2026-04-23T13:50:08.776747+00:00,,2026-04-23T13:50:10.678052+00:00,,1.901305,2.0,LINK_UP event in flap sequence after restoring s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,none,0,0.9324644022608077,,0.9993920200225461,8,10,59.236131026409566,28,444,34776,,,516,39576,8,10
